date,country,rate,currency
22-Jan-13,Singapore,1.2276,Dollar
23-Jan-13,Singapore,1.2267,Dollar
24-Jan-13,Singapore,1.2282,Dollar
12-Dec-12,Hong Kong,7.7495,Dollar
13-Dec-12,Hong Kong,7.7500,Dollar
14-Dec-12,Hong Kong,7.7496,Dollar
17-Dec-12,Hong Kong,7.7501,Dollar
22-Feb-13,Norway,5.6829,Krone
25-Feb-13,Norway,5.6747,Krone
26-Feb-13,Norway,5.7167,Krone
27-Feb-13,Norway,5.7047,Krone
28-Feb-13,Norway,5.7209,Krone
29-Nov-12,Japan,82.0600,Yen
30-Nov-12,Japan,82.5400,Yen
3-Dec-12,Japan,82.2400,Yen
4-Dec-12,Japan,81.8600,Yen
21-Feb-13,South Africa,8.8820,Rand
22-Feb-13,South Africa,8.8701,Rand
25-Feb-13,South Africa,8.8271,Rand
26-Feb-13,South Africa,8.8496,Rand
2-Jan-13,India,54.2300,Rupee
3-Jan-13,India,54.4600,Rupee
4-Jan-13,India,54.9300,Rupee
7-Jan-13,India,55.2000,Rupee
8-Jan-13,India,55.0200,Rupee
9-Jan-13,India,54.7900,Rupee
25-Dec-12,Mexico,ND,Peso
26-Dec-12,Mexico,13.0100,Peso
27-Dec-12,Mexico,13.0125,Peso
28-Dec-12,Mexico,12.9880,Peso
12-Dec-12,Malaysia,3.0500,Ringgit
13-Dec-12,Malaysia,3.0530,Ringgit
14-Dec-12,Malaysia,3.0550,Ringgit
17-Dec-12,Malaysia,3.0560,Ringgit
18-Dec-12,Malaysia,3.0545,Ringgit
25-Jan-13,Singapore,1.2361,Dollar
28-Jan-13,Singapore,1.2380,Dollar
29-Jan-13,Singapore,1.2337,Dollar
30-Jan-13,Singapore,1.2347,Dollar
31-Jan-13,Singapore,1.2376,Dollar
18-Dec-12,Hong Kong,7.7501,Dollar
19-Dec-12,Hong Kong,7.7497,Dollar
20-Dec-12,Hong Kong,7.7501,Dollar
21-Dec-12,Hong Kong,7.7502,Dollar
24-Dec-12,Hong Kong,7.7506,Dollar
1-Mar-13,Norway,5.7599,Krone
4-Mar-13,Norway,5.7218,Krone
5-Mar-13,Norway,5.7125,Krone
6-Mar-13,Norway,5.7075,Krone
7-Mar-13,Norway,5.6730,Krone
5-Dec-12,Japan,82.4000,Yen
6-Dec-12,Japan,82.2900,Yen
7-Dec-12,Japan,82.3700,Yen
10-Dec-12,Japan,82.3700,Yen
11-Dec-12,Japan,82.4200,Yen
12-Dec-12,Japan,83.1000,Yen
27-Feb-13,South Africa,8.8500,Rand
28-Feb-13,South Africa,8.9703,Rand
1-Mar-13,South Africa,9.0716,Rand
4-Mar-13,South Africa,9.0994,Rand
5-Mar-13,South Africa,9.0580,Rand
6-Mar-13,South Africa,9.0929,Rand
10-Jan-13,India,54.4900,Rupee
11-Jan-13,India,54.8100,Rupee
14-Jan-13,India,54.5000,Rupee
15-Jan-13,India,54.5800,Rupee
16-Jan-13,India,54.6600,Rupee
17-Jan-13,India,54.3500,Rupee
18-Jan-13,India,53.8200,Rupee
31-Dec-12,Mexico,12.9635,Peso
1-Jan-13,Mexico,ND,Peso
2-Jan-13,Mexico,12.7600,Peso
3-Jan-13,Mexico,12.7452,Peso
4-Jan-13,Mexico,12.7513,Peso
7-Jan-13,Mexico,12.7728,Peso
19-Dec-12,Malaysia,3.0525,Ringgit
20-Dec-12,Malaysia,3.0540,Ringgit
21-Dec-12,Malaysia,3.0585,Ringgit
24-Dec-12,Malaysia,3.0640,Ringgit
25-Dec-12,Malaysia,ND,Ringgit
1-Feb-13,Singapore,1.2393,Dollar
4-Feb-13,Singapore,1.2397,Dollar
5-Feb-13,Singapore,1.2381,Dollar
6-Feb-13,Singapore,1.2376,Dollar
7-Feb-13,Singapore,1.2403,Dollar
8-Feb-13,Singapore,1.2373,Dollar
11-Feb-13,Singapore,1.2405,Dollar
25-Dec-12,Hong Kong,ND,Dollar
26-Dec-12,Hong Kong,7.7503,Dollar
27-Dec-12,Hong Kong,7.7515,Dollar
28-Dec-12,Hong Kong,7.7518,Dollar
31-Dec-12,Hong Kong,7.7507,Dollar
1-Jan-13,Hong Kong,ND,Dollar
2-Jan-13,Hong Kong,7.7507,Dollar
8-Mar-13,Norway,5.7242,Krone
11-Mar-13,Norway,5.7268,Krone
12-Mar-13,Norway,5.7136,Krone
13-Mar-13,Norway,5.7510,Krone
14-Mar-13,Norway,5.8019,Krone
15-Mar-13,Norway,5.7756,Krone
13-Dec-12,Japan,83.5400,Yen
14-Dec-12,Japan,83.5200,Yen
17-Dec-12,Japan,83.7000,Yen
18-Dec-12,Japan,84.0000,Yen
19-Dec-12,Japan,84.3200,Yen
20-Dec-12,Japan,84.3300,Yen
7-Mar-13,South Africa,9.1455,Rand
8-Mar-13,South Africa,9.1256,Rand
11-Mar-13,South Africa,9.1180,Rand
12-Mar-13,South Africa,9.1675,Rand
13-Mar-13,South Africa,9.2400,Rand
14-Mar-13,South Africa,9.1853,Rand
21-Jan-13,India,ND,Rupee
22-Jan-13,India,53.7200,Rupee
23-Jan-13,India,53.6600,Rupee
24-Jan-13,India,53.6700,Rupee
25-Jan-13,India,53.7800,Rupee
28-Jan-13,India,53.9700,Rupee
29-Jan-13,India,53.6400,Rupee
8-Jan-13,Mexico,12.7891,Peso
9-Jan-13,Mexico,12.7460,Peso
10-Jan-13,Mexico,12.6452,Peso
11-Jan-13,Mexico,12.6591,Peso
26-Dec-12,Malaysia,3.0628,Ringgit
27-Dec-12,Malaysia,3.0590,Ringgit
28-Dec-12,Malaysia,3.0600,Ringgit
31-Dec-12,Malaysia,3.0570,Ringgit
1-Jan-13,Malaysia,ND,Ringgit
2-Jan-13,Malaysia,3.0340,Ringgit
12-Feb-13,Singapore,1.2388,Dollar
13-Feb-13,Singapore,1.2375,Dollar
14-Feb-13,Singapore,1.2355,Dollar
15-Feb-13,Singapore,1.2375,Dollar
18-Feb-13,Singapore,ND,Dollar
19-Feb-13,Singapore,1.2374,Dollar
20-Feb-13,Singapore,1.2375,Dollar
3-Jan-13,Hong Kong,7.7503,Dollar
4-Jan-13,Hong Kong,7.7503,Dollar
7-Jan-13,Hong Kong,7.7507,Dollar
8-Jan-13,Hong Kong,7.7508,Dollar
9-Jan-13,Hong Kong,7.7512,Dollar
10-Jan-13,Hong Kong,7.7514,Dollar
18-Mar-13,Norway,5.7886,Krone
19-Mar-13,Norway,5.8319,Krone
20-Mar-13,Norway,5.8429,Krone
21-Mar-13,Norway,5.8411,Krone
22-Mar-13,Norway,5.8073,Krone
25-Mar-13,Norway,5.8396,Krone
26-Mar-13,Norway,5.8409,Krone
21-Dec-12,Japan,84.1000,Yen
24-Dec-12,Japan,84.8100,Yen
25-Dec-12,Japan,ND,Yen
26-Dec-12,Japan,85.6200,Yen
27-Dec-12,Japan,86.0600,Yen
28-Dec-12,Japan,86.1200,Yen
15-Mar-13,South Africa,9.1871,Rand
18-Mar-13,South Africa,9.1591,Rand
19-Mar-13,South Africa,9.2700,Rand
20-Mar-13,South Africa,9.2712,Rand
21-Mar-13,South Africa,9.3150,Rand
22-Mar-13,South Africa,9.3161,Rand
25-Mar-13,South Africa,9.2931,Rand
30-Jan-13,India,53.2100,Rupee
31-Jan-13,India,53.3200,Rupee
1-Feb-13,India,53.1600,Rupee
4-Feb-13,India,53.2400,Rupee
5-Feb-13,India,52.9900,Rupee
6-Feb-13,India,53.0700,Rupee
14-Jan-13,Mexico,12.6368,Peso
15-Jan-13,Mexico,12.6471,Peso
16-Jan-13,Mexico,12.6291,Peso
17-Jan-13,Mexico,12.5857,Peso
18-Jan-13,Mexico,12.6568,Peso
21-Jan-13,Mexico,ND,Peso
22-Jan-13,Mexico,12.6746,Peso
3-Jan-13,Malaysia,3.0300,Ringgit
4-Jan-13,Malaysia,3.0471,Ringgit
7-Jan-13,Malaysia,3.0415,Ringgit
8-Jan-13,Malaysia,3.0436,Ringgit
9-Jan-13,Malaysia,3.0383,Ringgit
10-Jan-13,Malaysia,3.0218,Ringgit
11-Jan-13,Malaysia,3.0190,Ringgit
21-Feb-13,Singapore,1.2390,Dollar
22-Feb-13,Singapore,1.2372,Dollar
25-Feb-13,Singapore,1.2387,Dollar
26-Feb-13,Singapore,1.2397,Dollar
27-Feb-13,Singapore,1.2375,Dollar
28-Feb-13,Singapore,1.2369,Dollar
11-Jan-13,Hong Kong,7.7518,Dollar
14-Jan-13,Hong Kong,7.7523,Dollar
15-Jan-13,Hong Kong,7.7518,Dollar
16-Jan-13,Hong Kong,7.7526,Dollar
17-Jan-13,Hong Kong,7.7524,Dollar
18-Jan-13,Hong Kong,7.7526,Dollar
27-Mar-13,Norway,5.8549,Krone
28-Mar-13,Norway,5.8326,Krone
29-Mar-13,Norway,5.8446,Krone
1-Apr-13,Norway,5.8143,Krone
2-Apr-13,Norway,5.8115,Krone
3-Apr-13,Norway,5.8043,Krone
31-Dec-12,Japan,86.6400,Yen
1-Jan-13,Japan,ND,Yen
2-Jan-13,Japan,87.1000,Yen
3-Jan-13,Japan,86.9200,Yen
4-Jan-13,Japan,88.1400,Yen
7-Jan-13,Japan,87.6800,Yen
26-Mar-13,South Africa,9.2423,Rand
27-Mar-13,South Africa,9.2875,Rand
28-Mar-13,South Africa,9.1750,Rand
29-Mar-13,South Africa,9.2275,Rand
1-Apr-13,South Africa,9.1776,Rand
2-Apr-13,South Africa,9.2126,Rand
7-Feb-13,India,53.2200,Rupee
8-Feb-13,India,53.5800,Rupee
11-Feb-13,India,53.9500,Rupee
12-Feb-13,India,53.7500,Rupee
13-Feb-13,India,53.7900,Rupee
14-Feb-13,India,53.9400,Rupee
23-Jan-13,Mexico,12.6587,Peso
24-Jan-13,Mexico,12.6208,Peso
25-Jan-13,Mexico,12.6992,Peso
28-Jan-13,Mexico,12.7723,Peso
29-Jan-13,Mexico,12.6901,Peso
30-Jan-13,Mexico,12.7491,Peso
14-Jan-13,Malaysia,3.0150,Ringgit
15-Jan-13,Malaysia,3.0095,Ringgit
16-Jan-13,Malaysia,3.0180,Ringgit
17-Jan-13,Malaysia,3.0135,Ringgit
18-Jan-13,Malaysia,3.0120,Ringgit
21-Jan-13,Malaysia,ND,Ringgit
22-Jan-13,Malaysia,3.0410,Ringgit
1-Mar-13,Singapore,1.2396,Dollar
4-Mar-13,Singapore,1.2469,Dollar
5-Mar-13,Singapore,1.2473,Dollar
6-Mar-13,Singapore,1.2477,Dollar
7-Mar-13,Singapore,1.2457,Dollar
8-Mar-13,Singapore,1.2483,Dollar
11-Mar-13,Singapore,1.2493,Dollar
21-Jan-13,Hong Kong,ND,Dollar
22-Jan-13,Hong Kong,7.7532,Dollar
23-Jan-13,Hong Kong,7.7530,Dollar
24-Jan-13,Hong Kong,7.7530,Dollar
25-Jan-13,Hong Kong,7.7535,Dollar
28-Jan-13,Hong Kong,7.7581,Dollar
29-Jan-13,Hong Kong,7.7585,Dollar
30-Jan-13,Hong Kong,7.7585,Dollar
4-Apr-13,Norway,5.8110,Krone
5-Apr-13,Norway,5.7204,Krone
8-Apr-13,Norway,5.7435,Krone
9-Apr-13,Norway,5.7083,Krone
10-Apr-13,Norway,5.7452,Krone
11-Apr-13,Norway,5.7029,Krone
12-Apr-13,Norway,5.7188,Krone
8-Jan-13,Japan,87.3100,Yen
9-Jan-13,Japan,87.9000,Yen
10-Jan-13,Japan,88.1600,Yen
11-Jan-13,Japan,89.2200,Yen
14-Jan-13,Japan,89.3400,Yen
15-Jan-13,Japan,88.6500,Yen
16-Jan-13,Japan,88.6400,Yen
3-Apr-13,South Africa,9.2027,Rand
4-Apr-13,South Africa,9.1785,Rand
5-Apr-13,South Africa,9.0937,Rand
8-Apr-13,South Africa,9.0186,Rand
9-Apr-13,South Africa,8.9112,Rand
10-Apr-13,South Africa,8.9015,Rand
11-Apr-13,South Africa,8.8989,Rand
15-Feb-13,India,54.2800,Rupee
18-Feb-13,India,ND,Rupee
19-Feb-13,India,54.2600,Rupee
20-Feb-13,India,54.1800,Rupee
21-Feb-13,India,54.4700,Rupee
22-Feb-13,India,54.2800,Rupee
25-Feb-13,India,53.9600,Rupee
31-Jan-13,Mexico,12.7344,Peso
1-Feb-13,Mexico,12.6356,Peso
4-Feb-13,Mexico,12.7100,Peso
5-Feb-13,Mexico,12.6260,Peso
6-Feb-13,Mexico,12.6731,Peso
7-Feb-13,Mexico,12.7381,Peso
8-Feb-13,Mexico,12.7271,Peso
23-Jan-13,Malaysia,3.0400,Ringgit
24-Jan-13,Malaysia,3.0400,Ringgit
25-Jan-13,Malaysia,3.0430,Ringgit
28-Jan-13,Malaysia,3.0825,Ringgit
29-Jan-13,Malaysia,3.0770,Ringgit
30-Jan-13,Malaysia,3.0820,Ringgit
12-Mar-13,Singapore,1.2475,Dollar
13-Mar-13,Singapore,1.2490,Dollar
14-Mar-13,Singapore,1.2495,Dollar
15-Mar-13,Singapore,1.2485,Dollar
18-Mar-13,Singapore,1.2494,Dollar
19-Mar-13,Singapore,1.2518,Dollar
31-Jan-13,Hong Kong,7.7560,Dollar
1-Feb-13,Hong Kong,7.7562,Dollar
4-Feb-13,Hong Kong,7.7531,Dollar
5-Feb-13,Hong Kong,7.7546,Dollar
6-Feb-13,Hong Kong,7.7543,Dollar
7-Feb-13,Hong Kong,7.7553,Dollar
15-Apr-13,Norway,5.7281,Krone
16-Apr-13,Norway,5.7377,Krone
17-Apr-13,Norway,5.7934,Krone
18-Apr-13,Norway,5.8119,Krone
19-Apr-13,Norway,5.8161,Krone
22-Apr-13,Norway,5.8504,Krone
23-Apr-13,Norway,5.9034,Krone
17-Jan-13,Japan,89.4100,Yen
18-Jan-13,Japan,89.9000,Yen
21-Jan-13,Japan,ND,Yen
22-Jan-13,Japan,88.6200,Yen
23-Jan-13,Japan,88.4400,Yen
24-Jan-13,Japan,90.0400,Yen
12-Apr-13,South Africa,8.9576,Rand
15-Apr-13,South Africa,9.1326,Rand
16-Apr-13,South Africa,9.1315,Rand
17-Apr-13,South Africa,9.1801,Rand
18-Apr-13,South Africa,9.1913,Rand
19-Apr-13,South Africa,9.2251,Rand
22-Apr-13,South Africa,9.2526,Rand
26-Feb-13,India,54.1400,Rupee
27-Feb-13,India,53.7200,Rupee
28-Feb-13,India,54.3700,Rupee
1-Mar-13,India,54.9000,Rupee
4-Mar-13,India,54.9200,Rupee
5-Mar-13,India,54.8700,Rupee
6-Mar-13,India,54.8300,Rupee
11-Feb-13,Mexico,12.7556,Peso
12-Feb-13,Mexico,12.7326,Peso
13-Feb-13,Mexico,12.7236,Peso
14-Feb-13,Mexico,12.6965,Peso
15-Feb-13,Mexico,12.6883,Peso
18-Feb-13,Mexico,ND,Peso
19-Feb-13,Mexico,12.6681,Peso
31-Jan-13,Malaysia,3.1050,Ringgit
1-Feb-13,Malaysia,3.1080,Ringgit
4-Feb-13,Malaysia,3.0920,Ringgit
5-Feb-13,Malaysia,3.0870,Ringgit
6-Feb-13,Malaysia,3.0970,Ringgit
7-Feb-13,Malaysia,3.0905,Ringgit
8-Feb-13,Malaysia,3.0970,Ringgit
20-Mar-13,Singapore,1.2514,Dollar
21-Mar-13,Singapore,1.2488,Dollar
22-Mar-13,Singapore,1.2486,Dollar
25-Mar-13,Singapore,1.2443,Dollar
26-Mar-13,Singapore,1.2408,Dollar
27-Mar-13,Singapore,1.2432,Dollar
8-Feb-13,Hong Kong,7.7550,Dollar
11-Feb-13,Hong Kong,7.7552,Dollar
12-Feb-13,Hong Kong,7.7548,Dollar
13-Feb-13,Hong Kong,7.7557,Dollar
14-Feb-13,Hong Kong,7.7542,Dollar
15-Feb-13,Hong Kong,7.7542,Dollar
18-Feb-13,Hong Kong,ND,Dollar
24-Apr-13,Norway,5.9120,Krone
25-Apr-13,Norway,5.8797,Krone
26-Apr-13,Norway,5.8506,Krone
29-Apr-13,Norway,5.8257,Krone
30-Apr-13,Norway,5.7674,Krone
1-May-13,Norway,5.7601,Krone
2-May-13,Norway,5.7982,Krone
25-Jan-13,Japan,91.0400,Yen
28-Jan-13,Japan,90.7300,Yen
29-Jan-13,Japan,90.6500,Yen
30-Jan-13,Japan,91.0500,Yen
31-Jan-13,Japan,91.2800,Yen
1-Feb-13,Japan,92.5400,Yen
23-Apr-13,South Africa,9.2255,Rand
24-Apr-13,South Africa,9.1795,Rand
25-Apr-13,South Africa,9.0701,Rand
26-Apr-13,South Africa,9.1225,Rand
29-Apr-13,South Africa,8.9780,Rand
30-Apr-13,South Africa,8.9741,Rand
7-Mar-13,India,54.4500,Rupee
8-Mar-13,India,54.3200,Rupee
11-Mar-13,India,54.3800,Rupee
12-Mar-13,India,54.1900,Rupee
13-Mar-13,India,54.3000,Rupee
20-Feb-13,Mexico,12.6821,Peso
21-Feb-13,Mexico,12.7543,Peso
22-Feb-13,Mexico,12.7480,Peso
25-Feb-13,Mexico,12.7287,Peso
26-Feb-13,Mexico,12.8798,Peso
27-Feb-13,Mexico,12.8264,Peso
11-Feb-13,Malaysia,3.0970,Ringgit
12-Feb-13,Malaysia,3.0970,Ringgit
13-Feb-13,Malaysia,3.0890,Ringgit
14-Feb-13,Malaysia,3.0890,Ringgit
15-Feb-13,Malaysia,3.0930,Ringgit
18-Feb-13,Malaysia,ND,Ringgit
28-Mar-13,Singapore,1.2406,Dollar
29-Mar-13,Singapore,1.2400,Dollar
1-Apr-13,Singapore,1.2401,Dollar
2-Apr-13,Singapore,1.2387,Dollar
3-Apr-13,Singapore,1.2375,Dollar
4-Apr-13,Singapore,1.2416,Dollar
19-Feb-13,Hong Kong,7.7542,Dollar
20-Feb-13,Hong Kong,7.7546,Dollar
21-Feb-13,Hong Kong,7.7556,Dollar
22-Feb-13,Hong Kong,7.7560,Dollar
25-Feb-13,Hong Kong,7.7562,Dollar
26-Feb-13,Hong Kong,7.7580,Dollar
3-May-13,Norway,5.7944,Krone
6-May-13,Norway,5.8294,Krone
7-May-13,Norway,5.8385,Krone
8-May-13,Norway,5.7462,Krone
4-Feb-13,Japan,92.5700,Yen
5-Feb-13,Japan,93.3400,Yen
6-Feb-13,Japan,93.5600,Yen
7-Feb-13,Japan,93.2400,Yen
8-Feb-13,Japan,92.7200,Yen
1-May-13,South Africa,9.0201,Rand
2-May-13,South Africa,8.9636,Rand
3-May-13,South Africa,8.9260,Rand
6-May-13,South Africa,8.9954,Rand
7-May-13,South Africa,9.0161,Rand
8-May-13,South Africa,9.0110,Rand
9-May-13,South Africa,8.9835,Rand
14-Mar-13,India,54.2200,Rupee
15-Mar-13,India,54.0600,Rupee
18-Mar-13,India,54.1000,Rupee
19-Mar-13,India,54.4000,Rupee
20-Mar-13,India,54.3200,Rupee
28-Feb-13,Mexico,12.7788,Peso
1-Mar-13,Mexico,12.7956,Peso
4-Mar-13,Mexico,12.7700,Peso
5-Mar-13,Mexico,12.7401,Peso
6-Mar-13,Mexico,12.7420,Peso
7-Mar-13,Mexico,12.7845,Peso
19-Feb-13,Malaysia,3.1010,Ringgit
20-Feb-13,Malaysia,3.0950,Ringgit
21-Feb-13,Malaysia,3.1093,Ringgit
22-Feb-13,Malaysia,3.1000,Ringgit
25-Feb-13,Malaysia,3.0980,Ringgit
26-Feb-13,Malaysia,3.1000,Ringgit
5-Apr-13,Singapore,1.2404,Dollar
8-Apr-13,Singapore,1.2414,Dollar
9-Apr-13,Singapore,1.2391,Dollar
10-Apr-13,Singapore,1.2374,Dollar
11-Apr-13,Singapore,1.2367,Dollar
12-Apr-13,Singapore,1.2366,Dollar
15-Apr-13,Singapore,1.2364,Dollar
27-Feb-13,Hong Kong,7.7572,Dollar
28-Feb-13,Hong Kong,7.7546,Dollar
1-Mar-13,Hong Kong,7.7551,Dollar
4-Mar-13,Hong Kong,7.7552,Dollar
5-Mar-13,Hong Kong,7.7555,Dollar
6-Mar-13,Hong Kong,7.7557,Dollar
9-May-13,Norway,5.7510,Krone
10-May-13,Norway,5.8180,Krone
13-May-13,Norway,5.7987,Krone
14-May-13,Norway,5.8109,Krone
15-May-13,Norway,5.8567,Krone
16-May-13,Norway,5.8166,Krone
11-Feb-13,Japan,93.4400,Yen
12-Feb-13,Japan,93.1400,Yen
13-Feb-13,Japan,93.3900,Yen
14-Feb-13,Japan,93.1000,Yen
15-Feb-13,Japan,93.6400,Yen
18-Feb-13,Japan,ND,Yen
10-May-13,South Africa,9.1105,Rand
13-May-13,South Africa,9.1466,Rand
14-May-13,South Africa,9.2052,Rand
15-May-13,South Africa,9.2795,Rand
16-May-13,South Africa,9.3001,Rand
21-Mar-13,India,54.2700,Rupee
22-Mar-13,India,54.3000,Rupee
25-Mar-13,India,54.2200,Rupee
26-Mar-13,India,54.4200,Rupee
27-Mar-13,India,54.4500,Rupee
8-Mar-13,Mexico,12.6525,Peso
11-Mar-13,Mexico,12.5470,Peso
12-Mar-13,Mexico,12.4502,Peso
13-Mar-13,Mexico,12.3971,Peso
14-Mar-13,Mexico,12.4476,Peso
27-Feb-13,Malaysia,3.1000,Ringgit
28-Feb-13,Malaysia,3.0910,Ringgit
1-Mar-13,Malaysia,3.0930,Ringgit
4-Mar-13,Malaysia,3.1055,Ringgit
5-Mar-13,Malaysia,3.1010,Ringgit
6-Mar-13,Malaysia,3.1035,Ringgit
16-Apr-13,Singapore,1.2355,Dollar
17-Apr-13,Singapore,1.2354,Dollar
18-Apr-13,Singapore,1.2355,Dollar
19-Apr-13,Singapore,1.2369,Dollar
22-Apr-13,Singapore,1.2402,Dollar
7-Mar-13,Hong Kong,7.7561,Dollar
8-Mar-13,Hong Kong,7.7565,Dollar
11-Mar-13,Hong Kong,7.7570,Dollar
12-Mar-13,Hong Kong,7.7567,Dollar
13-Mar-13,Hong Kong,7.7582,Dollar
14-Mar-13,Hong Kong,7.7582,Dollar
17-May-13,Norway,5.8626,Krone
20-May-13,Norway,5.8390,Krone
21-May-13,Norway,5.7892,Krone
22-May-13,Norway,5.8128,Krone
23-May-13,Norway,5.8322,Krone
24-May-13,Norway,5.8315,Krone
27-May-13,Norway,ND,Krone
19-Feb-13,Japan,93.5400,Yen
20-Feb-13,Japan,93.5300,Yen
21-Feb-13,Japan,92.9600,Yen
22-Feb-13,Japan,93.3500,Yen
25-Feb-13,Japan,93.3500,Yen
17-May-13,South Africa,9.4100,Rand
20-May-13,South Africa,9.4810,Rand
21-May-13,South Africa,9.5256,Rand
22-May-13,South Africa,9.5550,Rand
28-Mar-13,India,54.4400,Rupee
29-Mar-13,India,54.5200,Rupee
1-Apr-13,India,54.2800,Rupee
15-Mar-13,Mexico,12.4325,Peso
18-Mar-13,Mexico,12.4297,Peso
7-Mar-13,Malaysia,3.1060,Ringgit
8-Mar-13,Malaysia,3.1045,Ringgit
11-Mar-13,Malaysia,3.1105,Ringgit
12-Mar-13,Malaysia,3.1075,Ringgit
23-Apr-13,Singapore,1.2415,Dollar
24-Apr-13,Singapore,1.2434,Dollar
25-Apr-13,Singapore,1.2393,Dollar
26-Apr-13,Singapore,1.2364,Dollar
15-Mar-13,Hong Kong,7.7590,Dollar
18-Mar-13,Hong Kong,7.7615,Dollar
19-Mar-13,Hong Kong,7.7606,Dollar
20-Mar-13,Hong Kong,7.7621,Dollar
21-Mar-13,Hong Kong,7.7622,Dollar
22-Mar-13,Hong Kong,7.7627,Dollar
25-Mar-13,Hong Kong,7.7615,Dollar
28-May-13,Norway,5.8774,Krone
29-May-13,Norway,5.8947,Krone
30-May-13,Norway,5.8245,Krone
31-May-13,Norway,5.8623,Krone
3-Jun-13,Norway,5.7990,Krone
4-Jun-13,Norway,5.8123,Krone
5-Jun-13,Norway,5.8081,Krone
6-Jun-13,Norway,5.7547,Krone
26-Feb-13,Japan,91.3800,Yen
27-Feb-13,Japan,91.8800,Yen
28-Feb-13,Japan,92.3600,Yen
1-Mar-13,Japan,93.3800,Yen
4-Mar-13,Japan,93.3200,Yen
5-Mar-13,Japan,93.3900,Yen
6-Mar-13,Japan,93.6400,Yen
7-Mar-13,Japan,95.0000,Yen
23-May-13,South Africa,9.5350,Rand
24-May-13,South Africa,9.5800,Rand
27-May-13,South Africa,ND,Rand
28-May-13,South Africa,9.7675,Rand
29-May-13,South Africa,9.7900,Rand
30-May-13,South Africa,10.0175,Rand
31-May-13,South Africa,10.0680,Rand
2-Apr-13,India,54.4300,Rupee
3-Apr-13,India,54.4600,Rupee
4-Apr-13,India,54.9100,Rupee
5-Apr-13,India,54.7500,Rupee
8-Apr-13,India,54.5800,Rupee
9-Apr-13,India,54.4700,Rupee
10-Apr-13,India,54.4100,Rupee
19-Mar-13,Mexico,12.4452,Peso
20-Mar-13,Mexico,12.3950,Peso
21-Mar-13,Mexico,12.3592,Peso
22-Mar-13,Mexico,12.3714,Peso
25-Mar-13,Mexico,12.3605,Peso
26-Mar-13,Mexico,12.3453,Peso
27-Mar-13,Mexico,12.3786,Peso
13-Mar-13,Malaysia,3.1075,Ringgit
14-Mar-13,Malaysia,3.1110,Ringgit
15-Mar-13,Malaysia,3.1195,Ringgit
18-Mar-13,Malaysia,3.1300,Ringgit
19-Mar-13,Malaysia,3.1215,Ringgit
20-Mar-13,Malaysia,3.1210,Ringgit
21-Mar-13,Malaysia,3.1200,Ringgit
29-Apr-13,Singapore,1.2339,Dollar
30-Apr-13,Singapore,1.2320,Dollar
1-May-13,Singapore,1.2331,Dollar
2-May-13,Singapore,1.2350,Dollar
3-May-13,Singapore,1.2341,Dollar
6-May-13,Singapore,1.2313,Dollar
7-May-13,Singapore,1.2330,Dollar
8-May-13,Singapore,1.2274,Dollar
26-Mar-13,Hong Kong,7.7592,Dollar
27-Mar-13,Hong Kong,7.7640,Dollar
28-Mar-13,Hong Kong,7.7625,Dollar
29-Mar-13,Hong Kong,7.7629,Dollar
1-Apr-13,Hong Kong,7.7635,Dollar
2-Apr-13,Hong Kong,7.7625,Dollar
3-Apr-13,Hong Kong,7.7618,Dollar
4-Apr-13,Hong Kong,7.7636,Dollar
7-Jun-13,Norway,5.7649,Krone
10-Jun-13,Norway,5.7610,Krone
11-Jun-13,Norway,5.7908,Krone
12-Jun-13,Norway,5.7344,Krone
13-Jun-13,Norway,5.7630,Krone
14-Jun-13,Norway,5.7189,Krone
17-Jun-13,Norway,5.7308,Krone
18-Jun-13,Norway,5.7295,Krone
8-Mar-13,Japan,96.0000,Yen
11-Mar-13,Japan,96.1200,Yen
12-Mar-13,Japan,95.9600,Yen
13-Mar-13,Japan,96.0000,Yen
14-Mar-13,Japan,96.1600,Yen
15-Mar-13,Japan,95.2600,Yen
18-Mar-13,Japan,94.9200,Yen
3-Jun-13,South Africa,9.8300,Rand
4-Jun-13,South Africa,9.7628,Rand
5-Jun-13,South Africa,10.0085,Rand
6-Jun-13,South Africa,9.8800,Rand
7-Jun-13,South Africa,9.9750,Rand
10-Jun-13,South Africa,10.1441,Rand
11-Jun-13,South Africa,10.0500,Rand
11-Apr-13,India,54.3600,Rupee
12-Apr-13,India,54.6200,Rupee
15-Apr-13,India,54.4800,Rupee
16-Apr-13,India,54.0800,Rupee
17-Apr-13,India,54.1600,Rupee
18-Apr-13,India,53.9500,Rupee
28-Mar-13,Mexico,12.3397,Peso
29-Mar-13,Mexico,12.3155,Peso
1-Apr-13,Mexico,12.3404,Peso
2-Apr-13,Mexico,12.2775,Peso
3-Apr-13,Mexico,12.3205,Peso
4-Apr-13,Mexico,12.3381,Peso
22-Mar-13,Malaysia,3.1110,Ringgit
25-Mar-13,Malaysia,3.0970,Ringgit
26-Mar-13,Malaysia,3.0950,Ringgit
27-Mar-13,Malaysia,3.1000,Ringgit
28-Mar-13,Malaysia,3.0970,Ringgit
9-May-13,Singapore,1.2291,Dollar
10-May-13,Singapore,1.2389,Dollar
13-May-13,Singapore,1.2413,Dollar
14-May-13,Singapore,1.2425,Dollar
15-May-13,Singapore,1.2472,Dollar
